# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1559193265.981670141220093,0.02889,0.00050,0.00229,0.00084,0.00039,0.00082,0.03372
1559193266.081405162811279,0.04130,0.00049,0.00096,0.00073,0.00349,0.00077,0.04775
1559193266.181251287460327,0.01049,0.00029,0.00032,0.00055,0.00000,0.00059,0.01224
1559193266.281156539916992,0.01616,0.00037,0.00065,0.00060,0.00005,0.00092,0.01875
1559193266.381138563156128,0.01431,0.00046,0.00127,0.00058,0.00012,0.00090,0.01764
1559193266.480902671813965,0.01992,0.00064,0.00136,0.00070,0.00006,0.00121,0.02389
1559193266.581073999404907,0.01445,0.00036,0.00198,0.00031,0.00000,0.00071,0.01782
1559193266.680990219116211,0.01938,0.00053,0.00093,0.00050,0.00211,0.00113,0.02457
1559193266.783503293991089,0.01616,0.00043,0.00070,0.00045,0.00000,0.00108,0.01882
1559193266.880982398986816,0.02202,0.00068,0.00235,0.00034,0.00099,0.00091,0.02729
1559193266.981063842773438,0.01493,0.00061,0.00244,0.00042,0.00136,0.00090,0.02065
1559193267.081182956695557,0.00799,0.00027,0.00077,0.00011,0.00025,0.00075,0.01015
1559193267.181134700775146,0.02405,0.00075,0.00176,0.00029,0.00011,0.00136,0.02832
1559193267.281054973602295,0.03065,0.00067,0.00156,0.00005,0.00043,0.00111,0.03447
1559193267.381149768829346,0.03076,0.00066,0.00225,0.00000,0.00000,0.00102,0.03470
1559193267.480982303619385,0.02657,0.00046,0.00067,0.00000,0.00021,0.00091,0.02881
1559193267.581184864044189,0.01532,0.00046,0.00065,0.00000,0.00120,0.00122,0.01886
1559193267.681160211563110,0.03072,0.00055,0.00189,0.00006,0.00000,0.00106,0.03429
1559193267.781163930892944,0.01584,0.00036,0.00094,0.00000,0.00225,0.00089,0.02029
1559193267.881178379058838,0.02982,0.00043,0.00192,0.00018,0.00016,0.00097,0.03349
1559193267.981275796890259,0.00941,0.00029,0.00075,0.00003,0.00032,0.00067,0.01148
1559193268.081294059753418,0.00784,0.00023,0.00026,0.00000,0.00007,0.00056,0.00897
1559193268.181323528289795,0.01601,0.00034,0.00087,0.00009,0.00087,0.00084,0.01903
1559193268.281052827835083,0.02599,0.00045,0.00066,0.00012,0.00167,0.00085,0.02973
1559193268.381025314331055,0.01171,0.00034,0.00107,0.00010,0.00032,0.00067,0.01421
1559193268.481088399887085,0.01547,0.00058,0.00130,0.00024,0.00125,0.00123,0.02007
1559193268.581189632415771,0.01543,0.00054,0.00107,0.00033,0.00025,0.00139,0.01901
1559193268.681140184402466,0.01706,0.00056,0.00122,0.00030,0.00125,0.00109,0.02148
1559193268.781171321868896,0.01929,0.00071,0.00096,0.00050,0.00203,0.00124,0.02473
1559193268.881397962570190,0.02064,0.00063,0.00092,0.00048,0.00076,0.00113,0.02456
1559193268.981238842010498,0.01673,0.00036,0.00067,0.00019,0.00027,0.00073,0.01896
1559193269.081325769424438,0.00744,0.00024,0.00095,0.00007,0.00021,0.00067,0.00958
1559193269.181356191635132,0.02995,0.00046,0.00054,0.00011,0.00197,0.00080,0.03384
1559193269.281105279922485,0.01256,0.00043,0.00054,0.00016,0.00020,0.00079,0.01468
1559193269.381071090698242,0.01842,0.00038,0.00093,0.00014,0.00237,0.00076,0.02300
1559193269.481067180633545,0.02469,0.00043,0.00043,0.00029,0.00000,0.00080,0.02665
1559193269.581238269805908,0.01603,0.00048,0.00100,0.00033,0.00015,0.00099,0.01897
1559193269.681233406066895,0.03543,0.00050,0.00102,0.00038,0.00285,0.00122,0.04139
1559193269.781252145767212,0.01101,0.00025,0.00080,0.00013,0.00000,0.00063,0.01282
1559193269.880908250808716,0.03323,0.00056,0.00063,0.00012,0.00117,0.00084,0.03655
1559193269.980980157852173,0.01072,0.00032,0.00030,0.00008,0.00090,0.00079,0.01312
1559193270.081057310104370,0.00812,0.00024,0.00067,0.00007,0.00000,0.00050,0.00961
1559193270.181000471115112,0.02582,0.00048,0.00172,0.00011,0.00022,0.00098,0.02933
1559193270.281435251235962,0.03112,0.00073,0.00090,0.00016,0.00151,0.00102,0.03544
1559193270.381319999694824,0.01430,0.00041,0.00068,0.00016,0.00027,0.00084,0.01666
1559193270.481177091598511,0.02743,0.00042,0.00022,0.00014,0.00097,0.00065,0.02983
1559193270.581293106079102,0.01107,0.00034,0.00049,0.00016,0.00286,0.00128,0.01620
1559193270.681206464767456,0.03055,0.00078,0.00097,0.00080,0.00395,0.00117,0.03822
1559193270.781227111816406,0.01176,0.00037,0.00049,0.00048,0.00034,0.00067,0.01410
1559193270.881272792816162,0.02590,0.00049,0.00047,0.00065,0.00131,0.00079,0.02962
1559193270.981202840805054,0.01052,0.00033,0.00062,0.00056,0.00087,0.00075,0.01365
1559193271.081228733062744,0.00637,0.00023,0.00095,0.00039,0.00011,0.00044,0.00849
1559193271.181313753128052,0.01587,0.00056,0.00173,0.00076,0.00276,0.00102,0.02270
1559193271.281217813491821,0.01988,0.00086,0.00056,0.00138,0.00183,0.00120,0.02572
1559193271.381304025650024,0.02117,0.00054,0.00110,0.00106,0.00008,0.00080,0.02475
1559193271.481237649917603,0.00976,0.00038,0.00024,0.00099,0.00405,0.00068,0.01609
1559193271.581254005432129,0.01048,0.00037,0.00016,0.00117,0.00090,0.00067,0.01375
1559193271.681530475616455,0.02801,0.00072,0.00229,0.00174,0.00061,0.00089,0.03427
1559193271.781172990798950,0.01809,0.00037,0.00213,0.00082,0.00418,0.00060,0.02620
1559193271.881141424179077,0.01744,0.00040,0.00049,0.00218,0.00009,0.00074,0.02134
1559193271.981169700622559,0.00702,0.00030,0.00079,0.00153,0.00134,0.00052,0.01150
1559193272.083287954330444,0.00627,0.00028,0.00040,0.00133,0.00061,0.00049,0.00938
1559193272.181385993957520,0.00958,0.00037,0.00185,0.00192,0.00212,0.00098,0.01682
1559193272.281306266784668,0.01097,0.00038,0.00119,0.00152,0.00078,0.00066,0.01551
1559193272.381360292434692,0.01826,0.00062,0.00051,0.00309,0.00018,0.00152,0.02419
1559193272.481206178665161,0.01698,0.00055,0.00214,0.00123,0.00256,0.00114,0.02461
1559193272.581099748611450,0.00784,0.00031,0.00025,0.00103,0.00126,0.00071,0.01140
1559193272.681163787841797,0.01849,0.00073,0.00402,0.00155,0.00047,0.00123,0.02650
1559193272.781274080276489,0.01130,0.00041,0.00078,0.00108,0.00094,0.00082,0.01533
1559193272.881243467330933,0.02492,0.00067,0.00111,0.00184,0.00302,0.00134,0.03291
1559193272.981347322463989,0.01003,0.00034,0.00089,0.00080,0.00004,0.00083,0.01293
1559193273.081134080886841,0.00668,0.00023,0.00078,0.00047,0.00098,0.00058,0.00972
1559193273.181221246719360,0.01505,0.00055,0.00072,0.00192,0.00460,0.00121,0.02404
1559193273.281136274337769,0.03088,0.00071,0.00290,0.00243,0.00297,0.00093,0.04081
1559193273.380990028381348,0.00914,0.00032,0.00078,0.00161,0.00166,0.00091,0.01442
1559193273.481210470199585,0.02791,0.00055,0.00207,0.00315,0.00089,0.00095,0.03551
1559193273.580933332443237,0.00932,0.00040,0.00019,0.00182,0.00073,0.00068,0.01314
1559193273.680945634841919,0.02584,0.00062,0.00117,0.00308,0.00074,0.00105,0.03249
1559193273.781973361968994,0.01066,0.00036,0.00050,0.00179,0.00439,0.00103,0.01874
1559193273.881137847900391,0.02812,0.00061,0.00388,0.00390,0.00007,0.00105,0.03763
1559193273.981182575225830,0.01076,0.00024,0.00097,0.00104,0.00126,0.00050,0.01477
1559193274.081090688705444,0.00619,0.00024,0.00041,0.00097,0.00005,0.00064,0.00850
1559193274.181373834609985,0.01367,0.00052,0.00081,0.00189,0.00008,0.00125,0.01822
1559193274.281248807907104,0.02625,0.00068,0.00084,0.00130,0.00273,0.00124,0.03303
1559193274.381137371063232,0.01273,0.00043,0.00092,0.00104,0.00056,0.00091,0.01660
1559193274.481132507324219,0.02314,0.00055,0.00093,0.00101,0.00156,0.00093,0.02812
1559193274.581135511398315,0.01056,0.00035,0.00060,0.00067,0.00012,0.00098,0.01327
1559193274.681092262268066,0.02306,0.00086,0.00148,0.00150,0.00261,0.00097,0.03048
1559193274.781203269958496,0.01059,0.00037,0.00106,0.00076,0.00005,0.00080,0.01363
1559193274.880999803543091,0.02125,0.00051,0.00051,0.00105,0.00173,0.00111,0.02617
1559193274.981065034866333,0.00907,0.00027,0.00064,0.00064,0.00066,0.00075,0.01203
1559193275.080998420715332,0.02830,0.00076,0.00228,0.00186,0.00507,0.00092,0.03920
1559193275.181235313415527,0.00888,0.00028,0.00079,0.00134,0.00005,0.00059,0.01193
1559193275.281253337860107,0.02606,0.00083,0.00075,0.00272,0.00036,0.00112,0.03183
1559193275.381104469299316,0.00706,0.00025,0.00020,0.00095,0.00066,0.00048,0.00959
1559193275.481144905090332,0.02851,0.00080,0.00061,0.00421,0.00363,0.00163,0.03939
1559193275.581071853637695,0.01054,0.00040,0.00101,0.00161,0.00114,0.00085,0.01554
1559193275.682783842086792,0.02534,0.00057,0.00117,0.00270,0.00310,0.00113,0.03400
1559193275.781344175338745,0.00820,0.00032,0.00029,0.00210,0.00000,0.00063,0.01154
1559193275.881251811981201,0.02124,0.00110,0.00200,0.00524,0.00383,0.00138,0.03479
1559193275.981309413909912,0.01019,0.00039,0.00075,0.00238,0.00022,0.00076,0.01471
1559193276.081283330917358,0.00738,0.00025,0.00028,0.00133,0.00136,0.00052,0.01111
1559193276.181271076202393,0.00855,0.00033,0.00028,0.00206,0.00133,0.00086,0.01341
1559193276.281291007995605,0.01825,0.00078,0.00189,0.00495,0.00059,0.00191,0.02837
1559193276.381327152252197,0.01275,0.00056,0.00206,0.00373,0.00361,0.00138,0.02410
1559193276.481311798095703,0.02157,0.00064,0.00086,0.00294,0.00052,0.00095,0.02748
1559193276.581355571746826,0.01332,0.00051,0.00009,0.00359,0.00131,0.00089,0.01971
1559193276.681203126907349,0.00722,0.00032,0.00042,0.00255,0.00000,0.00098,0.01149
1559193276.781254291534424,0.01638,0.00110,0.00139,0.00456,0.00403,0.00154,0.02899
1559193276.881325244903564,0.02550,0.00074,0.00101,0.00359,0.00161,0.00105,0.03350
1559193276.981313228607178,0.00865,0.00037,0.00066,0.00200,0.00776,0.00074,0.02019
1559193277.081186294555664,0.00566,0.00024,0.00028,0.00195,0.00281,0.00061,0.01156
1559193277.181163072586060,0.02613,0.00102,0.00138,0.00748,0.00019,0.00117,0.03737
1559193277.281256675720215,0.01302,0.00057,0.00131,0.00572,0.00263,0.00125,0.02451
1559193277.380961656570435,0.02492,0.00057,0.00061,0.00538,0.00198,0.00086,0.03431
1559193277.482036590576172,0.02457,0.00089,0.00076,0.00633,0.00477,0.00104,0.03836
1559193277.581317901611328,0.00858,0.00042,0.00049,0.00293,0.00146,0.00068,0.01456
1559193277.681258440017700,0.01316,0.00058,0.00039,0.00554,0.00017,0.00118,0.02101
1559193277.781452655792236,0.01350,0.00061,0.00106,0.00474,0.00049,0.00105,0.02146
1559193277.881138563156128,0.01288,0.00058,0.00073,0.00371,0.00297,0.00124,0.02211
1559193277.981283664703369,0.01063,0.00047,0.00054,0.00328,0.00174,0.00083,0.01749
1559193278.081314563751221,0.01154,0.00040,0.00076,0.00195,0.00100,0.00069,0.01634
1559193278.181262969970703,0.00998,0.00040,0.00236,0.00230,0.00840,0.00075,0.02419
1559193278.281362771987915,0.02460,0.00096,0.00071,0.00759,0.00564,0.00088,0.04038
1559193278.381349563598633,0.00856,0.00042,0.00026,0.00432,0.00022,0.00067,0.01446
1559193278.481359481811523,0.02487,0.00123,0.00300,0.00974,0.00369,0.00117,0.04370
1559193278.581288337707520,0.00889,0.00034,0.00077,0.00382,0.00120,0.00104,0.01606
1559193278.681914329528809,0.02790,0.00144,0.00103,0.01004,0.00115,0.00127,0.04283
1559193278.781674146652222,0.00884,0.00039,0.00243,0.00373,0.00033,0.00072,0.01645
1559193278.881183624267578,0.02553,0.00088,0.00064,0.00487,0.00058,0.00114,0.03365
1559193278.981280803680420,0.00828,0.00033,0.00043,0.00183,0.00193,0.00085,0.01365
1559193279.081452131271362,0.00607,0.00024,0.00057,0.00220,0.00006,0.00062,0.00976
1559193279.181328535079956,0.01229,0.00048,0.00077,0.00283,0.00076,0.00102,0.01815
1559193279.281247138977051,0.02399,0.00096,0.00220,0.00394,0.00352,0.00144,0.03604
1559193279.381360769271851,0.01053,0.00041,0.00046,0.00169,0.00529,0.00081,0.01920
1559193279.481261253356934,0.02658,0.00087,0.00144,0.00389,0.00024,0.00109,0.03411
1559193279.581264495849609,0.00747,0.00034,0.00098,0.00224,0.00028,0.00064,0.01195
1559193279.681484699249268,0.02235,0.00096,0.00061,0.00588,0.00176,0.00123,0.03279
1559193279.781450986862183,0.00958,0.00043,0.00083,0.00316,0.00167,0.00142,0.01709
1559193279.881322860717773,0.01225,0.00060,0.00126,0.00526,0.00199,0.00117,0.02254
1559193279.981174945831299,0.01444,0.00043,0.00061,0.00363,0.00167,0.00087,0.02165
1559193280.081316232681274,0.00649,0.00026,0.00040,0.00259,0.00015,0.00052,0.01041
1559193280.181394100189209,0.02327,0.00055,0.00077,0.00455,0.00284,0.00104,0.03302
1559193280.281239271163940,0.01541,0.00059,0.00074,0.00542,0.00148,0.00071,0.02434
1559193280.381230592727661,0.00950,0.00042,0.00039,0.00341,0.00341,0.00077,0.01790
1559193280.481120824813843,0.02385,0.00056,0.00062,0.00734,0.00246,0.00068,0.03551
1559193280.581238985061646,0.00602,0.00029,0.00067,0.00348,0.00005,0.00052,0.01103
1559193280.681172847747803,0.01472,0.00087,0.00078,0.00750,0.00329,0.00073,0.02788
1559193280.781219482421875,0.00682,0.00036,0.00042,0.00358,0.00160,0.00055,0.01333
1559193280.881068229675293,0.02425,0.00102,0.00024,0.00982,0.00030,0.00101,0.03665
1559193280.981042623519897,0.01773,0.00053,0.00114,0.00465,0.00019,0.00068,0.02490
1559193281.082324028015137,0.00623,0.00024,0.00044,0.00295,0.00007,0.00048,0.01041
1559193281.181345462799072,0.02361,0.00081,0.00265,0.00607,0.00409,0.00102,0.03825
1559193281.281756401062012,0.02671,0.00077,0.00203,0.00715,0.00158,0.00093,0.03917
1559193281.381644248962402,0.00753,0.00033,0.00017,0.00416,0.00013,0.00080,0.01313
1559193281.481359481811523,0.01753,0.00045,0.00030,0.00540,0.00373,0.00076,0.02818
1559193281.581420421600342,0.01228,0.00054,0.00127,0.00797,0.00031,0.00121,0.02358
1559193281.681236743927002,0.00951,0.00050,0.00024,0.00618,0.00283,0.00111,0.02037
1559193281.781409740447998,0.01695,0.00084,0.00241,0.00901,0.00227,0.00118,0.03266
1559193281.881654500961304,0.02137,0.00062,0.00078,0.00811,0.00261,0.00059,0.03407
1559193281.981333732604980,0.00638,0.00032,0.00032,0.00421,0.00046,0.00051,0.01220
1559193282.081369638442993,0.00605,0.00029,0.00035,0.00386,0.00016,0.00050,0.01120
1559193282.181213378906250,0.02094,0.00059,0.00088,0.00643,0.00019,0.00107,0.03011
1559193282.281254291534424,0.02797,0.00091,0.00012,0.00944,0.00175,0.00120,0.04139
1559193282.381304025650024,0.00754,0.00042,0.00103,0.00410,0.00007,0.00095,0.01411
1559193282.481352567672729,0.03100,0.00076,0.00087,0.00942,0.00047,0.00082,0.04334
1559193282.581225395202637,0.00683,0.00031,0.00039,0.00361,0.00006,0.00064,0.01184
1559193282.681273937225342,0.02555,0.00152,0.00031,0.00971,0.00379,0.00089,0.04178
1559193282.781214237213135,0.00991,0.00035,0.00006,0.00460,0.00113,0.00068,0.01673
1559193282.883698701858521,0.01344,0.00058,0.00029,0.00857,0.00191,0.00118,0.02598
1559193282.981330394744873,0.00891,0.00040,0.00010,0.00591,0.00029,0.00104,0.01665
1559193283.081304073333740,0.00632,0.00025,0.00006,0.00360,0.00285,0.00054,0.01362
1559193283.181411266326904,0.02049,0.00067,0.00060,0.00800,0.00103,0.00073,0.03151
1559193283.281281709671021,0.02533,0.00138,0.00015,0.01155,0.00010,0.00106,0.03958
1559193283.381445169448853,0.00810,0.00040,0.00004,0.00582,0.00153,0.00094,0.01684
1559193283.481435537338257,0.01650,0.00083,0.00034,0.01037,0.00108,0.00092,0.03004
1559193283.581384181976318,0.00920,0.00052,0.00006,0.00713,0.00212,0.00086,0.01989
1559193283.681601047515869,0.02814,0.00070,0.00018,0.00849,0.00548,0.00086,0.04386
1559193283.781266927719116,0.00674,0.00031,0.00014,0.00560,0.00008,0.00058,0.01345
1559193283.881211519241333,0.02604,0.00183,0.00088,0.01296,0.00438,0.00087,0.04696
1559193284.081308841705322,0.00581,0.00032,0.00028,0.00454,0.00011,0.00055,0.01161
1559193284.281237125396729,0.02616,0.00091,0.00027,0.01176,0.00166,0.00116,0.04193
1559193289.983460426330566,0.00947,0.00036,0.00039,0.00272,0.00005,0.00375,0.01675
1559193290.981676578521729,0.01190,0.00091,0.00123,0.00564,0.00135,0.00184,0.02287
1559193291.081573247909546,0.01893,0.00140,0.00059,0.00852,0.00010,0.00124,0.03078
1559193307.781737089157104,0.01060,0.00051,0.00086,0.00499,0.00231,0.03279,0.05207
1559193308.081671476364136,0.00562,0.00043,0.00023,0.00263,0.00066,0.00153,0.01110
1559193308.181671380996704,0.02269,0.00098,0.00051,0.00721,0.00044,0.00201,0.03383
1559193308.281838893890381,0.02691,0.00083,0.00017,0.00776,0.00061,0.00173,0.03801
1559193308.381728410720825,0.00813,0.00043,0.00010,0.00409,0.00028,0.00123,0.01425
1559193308.481743097305298,0.01827,0.00064,0.00020,0.00644,0.01043,0.00242,0.03839
1559193308.881828308105469,0.02329,0.00126,0.00172,0.01391,0.00000,0.00261,0.04280
1559193309.081850528717041,0.00571,0.00034,0.00011,0.00396,0.00044,0.00085,0.01140
1559193309.181829929351807,0.01622,0.00065,0.00008,0.01277,0.00316,0.00558,0.03847
1559193309.281758069992065,0.02125,0.00090,0.00061,0.01004,0.00512,0.00103,0.03895
1559193309.381683826446533,0.00702,0.00033,0.00016,0.00536,0.00079,0.00096,0.01463
1559193309.481638908386230,0.01037,0.00049,0.00022,0.00928,0.00042,0.00094,0.02171
1559193309.581866264343262,0.01037,0.00054,0.00008,0.00797,0.00032,0.00110,0.02037
1559193309.683140993118286,0.01848,0.00065,0.00027,0.00695,0.00047,0.00100,0.02784
1559193309.781764268875122,0.00908,0.00041,0.00032,0.00590,0.00276,0.00092,0.01939
1559193309.881791830062866,0.02308,0.00125,0.00194,0.01096,0.00105,0.00118,0.03947
1559193309.982047796249390,0.00736,0.00045,0.00012,0.00429,0.00177,0.00086,0.01486
1559193310.081944704055786,0.01916,0.00065,0.00106,0.00822,0.00353,0.00096,0.03358
1559193310.181849479675293,0.00671,0.00051,0.00029,0.00404,0.00058,0.00084,0.01299
1559193310.381712436676025,0.00745,0.00051,0.00018,0.00352,0.00048,0.00068,0.01282
1559193310.481788396835327,0.00666,0.00028,0.00029,0.00299,0.00027,0.00059,0.01109
1559193310.581779718399048,0.00644,0.00025,0.00034,0.00409,0.00041,0.00058,0.01211
1559193310.681641578674316,0.00623,0.00028,0.00026,0.00339,0.00005,0.00067,0.01088
1559193310.781742095947266,0.01770,0.00078,0.00068,0.00993,0.00125,0.00099,0.03134
1559193310.881620407104492,0.02353,0.00110,0.00066,0.00561,0.00031,0.00105,0.03226
1559193310.981828451156616,0.00828,0.00031,0.00028,0.00329,0.00362,0.00079,0.01657
1559193311.081946372985840,0.00606,0.00028,0.00006,0.00334,0.00036,0.00067,0.01077
1559193311.181840419769287,0.00729,0.00039,0.00053,0.00521,0.00407,0.00063,0.01812
1559193311.281758069992065,0.02457,0.00061,0.00045,0.00695,0.00098,0.00097,0.03453
1559193311.381617069244385,0.00982,0.00040,0.00037,0.00459,0.00075,0.00114,0.01707
1559193311.482094049453735,0.00947,0.00040,0.00040,0.00536,0.00048,0.00089,0.01700
1559193311.581754446029663,0.01415,0.00066,0.00090,0.00577,0.00055,0.00165,0.02367
1559193311.681802034378052,0.01789,0.00074,0.00032,0.00670,0.00253,0.00129,0.02948
1559193311.781788110733032,0.01117,0.00039,0.00036,0.00364,0.00154,0.00084,0.01794
1559193311.881692647933960,0.02204,0.00066,0.00135,0.00505,0.00411,0.00112,0.03432
1559193311.981682062149048,0.00952,0.00055,0.00040,0.00280,0.00176,0.00089,0.01591
1559193312.081601858139038,0.00696,0.00027,0.00032,0.00159,0.00042,0.00058,0.01013
1559193312.181604862213135,0.01118,0.00043,0.00110,0.00293,0.00197,0.00105,0.01868
1559193312.281668901443481,0.01005,0.00048,0.00020,0.00302,0.00585,0.00092,0.02051
1559193312.381788015365601,0.01256,0.00051,0.00065,0.00435,0.00154,0.00142,0.02103
1559193312.481936216354370,0.01635,0.00065,0.00142,0.00475,0.00104,0.00176,0.02598
1559193312.581791400909424,0.02321,0.00073,0.00175,0.00379,0.00577,0.00093,0.03617
1559193312.681812047958374,0.00628,0.00030,0.00054,0.00299,0.00019,0.00075,0.01106
1559193312.781780481338501,0.02170,0.00126,0.00248,0.00606,0.00111,0.00107,0.03369
1559193312.881667613983154,0.02631,0.00058,0.00150,0.00392,0.00137,0.00118,0.03486
1559193312.981599807739258,0.00971,0.00035,0.00098,0.00272,0.00151,0.00109,0.01636
1559193313.081576824188232,0.00591,0.00025,0.00024,0.00217,0.00085,0.00064,0.01006
1559193313.181645393371582,0.00827,0.00033,0.00106,0.00172,0.00281,0.00084,0.01503
1559193313.281607389450073,0.01886,0.00089,0.00053,0.00478,0.00096,0.00090,0.02692
1559193313.381695508956909,0.01494,0.00042,0.00115,0.00348,0.00085,0.00086,0.02170
1559193313.482091665267944,0.02262,0.00061,0.00227,0.00478,0.00236,0.00106,0.03369
1559193313.581856489181519,0.00882,0.00031,0.00055,0.00167,0.00157,0.00076,0.01369
1559193313.681568145751953,0.01447,0.00057,0.00114,0.00372,0.00257,0.00153,0.02400
1559193313.781622409820557,0.01560,0.00059,0.00128,0.00453,0.00094,0.00122,0.02416
1559193313.881669521331787,0.01499,0.00061,0.00052,0.00288,0.00050,0.00158,0.02108
1559193313.981680631637573,0.02130,0.00056,0.00043,0.00176,0.00139,0.00089,0.02633
1559193314.081802606582642,0.02167,0.00076,0.00130,0.00255,0.00031,0.00127,0.02787
1559193314.181810617446899,0.02457,0.00053,0.00147,0.00150,0.00018,0.00086,0.02911
1559193314.381547689437866,0.01195,0.00055,0.00114,0.00031,0.00053,0.00056,0.01504
1559193314.481570482254028,0.00798,0.00023,0.00052,0.00017,0.00112,0.00061,0.01063
1559193314.781758069992065,0.00834,0.00115,0.00114,0.00012,0.00005,0.00058,0.01139
1559193314.881683349609375,0.00805,0.00031,0.00017,0.00015,0.00146,0.00056,0.01071
1559193314.981534481048584,0.01611,0.00046,0.00051,0.00035,0.00052,0.00119,0.01914
1559193315.083106756210327,0.02564,0.00067,0.00082,0.00030,0.00019,0.00142,0.02903
1559193315.181701898574829,0.01354,0.00048,0.00115,0.00026,0.00328,0.00117,0.01988
1559193315.281558513641357,0.01711,0.00042,0.00126,0.00051,0.00006,0.00113,0.02049
1559193315.381572961807251,0.00938,0.00034,0.00027,0.00044,0.00100,0.00074,0.01217
1559193315.481617212295532,0.01474,0.00063,0.00058,0.00058,0.00365,0.00087,0.02105
1559193315.581730604171753,0.01650,0.00065,0.00065,0.00119,0.00234,0.00150,0.02282
1559193315.681634664535522,0.01881,0.00121,0.00094,0.00157,0.00786,0.00127,0.03166
1559193315.781799316406250,0.01165,0.00041,0.00158,0.00093,0.00037,0.00096,0.01592
1559193315.881593942642212,0.03125,0.00075,0.00150,0.00140,0.00020,0.00143,0.03654
1559193315.981542110443115,0.01166,0.00029,0.00119,0.00035,0.00021,0.00078,0.01448
1559193316.081724405288696,0.00673,0.00036,0.00085,0.00042,0.00123,0.00061,0.01021
1559193316.181723594665527,0.03025,0.00055,0.00085,0.00104,0.00025,0.00148,0.03442
1559193316.281749963760376,0.02723,0.00052,0.00058,0.00084,0.00051,0.00100,0.03070
1559193316.381672382354736,0.01022,0.00037,0.00028,0.00055,0.00135,0.00083,0.01359
1559193316.481671094894409,0.02571,0.00041,0.00067,0.00074,0.00296,0.00072,0.03120
1559193316.581673622131348,0.01628,0.00057,0.00088,0.00175,0.00200,0.00088,0.02235
1559193316.681712150573730,0.01033,0.00038,0.00033,0.00103,0.00171,0.00074,0.01452
1559193316.781922578811646,0.01990,0.00077,0.00238,0.00220,0.00039,0.00137,0.02702
1559193316.882096529006958,0.02103,0.00049,0.00050,0.00134,0.00180,0.00081,0.02598
1559193316.981790304183960,0.00873,0.00032,0.00098,0.00085,0.00160,0.00073,0.01322
1559193317.081768512725830,0.00666,0.00024,0.00045,0.00074,0.00259,0.00094,0.01163
1559193317.181574106216431,0.03065,0.00159,0.00409,0.00310,0.00320,0.00124,0.04387
1559193317.281722307205200,0.01429,0.00044,0.00094,0.00132,0.00139,0.00119,0.01958
1559193317.381658077239990,0.01267,0.00044,0.00050,0.00143,0.00034,0.00129,0.01667
1559193317.481704950332642,0.02371,0.00076,0.00109,0.00144,0.00039,0.00132,0.02870
1559193317.581714391708374,0.01452,0.00043,0.00052,0.00099,0.00116,0.00093,0.01857
1559193317.681706428527832,0.02644,0.00044,0.00105,0.00141,0.00189,0.00080,0.03202
1559193317.781981468200684,0.00973,0.00034,0.00027,0.00111,0.00372,0.00107,0.01624
1559193317.881968259811401,0.02395,0.00085,0.00319,0.00309,0.00354,0.00132,0.03594
1559193317.981829643249512,0.01011,0.00040,0.00070,0.00130,0.00261,0.00080,0.01593
1559193318.081719398498535,0.00690,0.00031,0.00141,0.00078,0.00006,0.00067,0.01013
1559193318.181832313537598,0.00690,0.00026,0.00077,0.00048,0.00018,0.00069,0.00929
1559193318.281821012496948,0.01088,0.00043,0.00079,0.00064,0.00223,0.00093,0.01589
1559193318.381830215454102,0.01199,0.00044,0.00226,0.00065,0.00047,0.00095,0.01676
1559193318.481812477111816,0.02317,0.00053,0.00272,0.00049,0.00096,0.00095,0.02882
1559193318.583735466003418,0.01094,0.00032,0.00111,0.00029,0.00016,0.00076,0.01358
1559193318.681729793548584,0.02210,0.00069,0.00224,0.00049,0.00047,0.00129,0.02728
1559193318.781722068786621,0.01876,0.00069,0.00094,0.00034,0.00009,0.00123,0.02205
1559193318.881627559661865,0.03531,0.00057,0.00295,0.00055,0.00133,0.00106,0.04177
1559193318.981724500656128,0.00810,0.00023,0.00063,0.00021,0.00050,0.00047,0.01015
1559193319.081589698791504,0.01888,0.00053,0.00067,0.00056,0.00011,0.00143,0.02217
1559193319.181812047958374,0.01905,0.00061,0.00155,0.00037,0.00142,0.00108,0.02408
1559193319.281629085540771,0.01553,0.00047,0.00113,0.00045,0.00400,0.00131,0.02289
1559193319.381640434265137,0.02093,0.00038,0.00068,0.00043,0.00006,0.00078,0.02325
1559193319.481680870056152,0.01222,0.00034,0.00076,0.00024,0.00007,0.00071,0.01434
1559193319.581524133682251,0.01220,0.00046,0.00191,0.00027,0.00122,0.00097,0.01703
1559193319.681362152099609,0.01236,0.00053,0.00092,0.00036,0.00202,0.00101,0.01720
1559193319.781403779983521,0.01746,0.00064,0.00161,0.00056,0.00090,0.00134,0.02253
1559193319.881620407104492,0.01885,0.00068,0.00223,0.00036,0.00013,0.00142,0.02367
1559193319.981547832489014,0.01653,0.00051,0.00176,0.00039,0.00020,0.00136,0.02075
1559193320.081468105316162,0.00845,0.00038,0.00186,0.00017,0.00171,0.00073,0.01330
1559193320.181706428527832,0.01156,0.00041,0.00070,0.00025,0.00277,0.00125,0.01693
1559193320.281616926193237,0.00821,0.00026,0.00134,0.00052,0.00314,0.00127,0.01474
1559193320.381913423538208,0.00745,0.00032,0.00074,0.00032,0.00068,0.00084,0.01035
1559193320.481452941894531,0.01620,0.00059,0.00184,0.00035,0.00145,0.00120,0.02163
